"id","distratadas","entregues","quantidade","vigentes"
"df5a566d-8dd6-4384-9a41-ab3663693750",0,344,344,0
"28c1bc1b-5ea1-40b2-9c33-70d61b92a5a7",0,360,360,0
"45c83cbb-85a9-4d63-a7f7-f67a98033892",0,376,376,0
"0b2fee10-566b-4875-b2a5-7d50ad66f1f6",0,332,332,0
"1d6472ba-dae3-4c93-a60a-b029d0646fa2",0,500,500,0
"4538854c-ac82-43d9-930f-71184b6dc467",0,0,500,500
"4fea989d-e478-472b-a899-4e7c3a386478",949,0,949,0
"06815ddb-bd9f-4c1b-9f5e-95b47ad03ffc",540,0,540,0
"edfcb28c-5104-4b66-9138-82fdda882540",0,1032,1032,0
"d5c37b61-22f5-435b-9062-4049b178f448",0,398,398,0
"d64b66e3-6832-4591-88b8-569f8c3891f3",0,650,650,0
"0b09d3a3-f49f-468c-bc14-e1c4bb1ce10a",0,435,435,0
"1ff88380-1597-43cf-aa26-15698d50dbff",0,38,40,2
"2831f0c0-eaeb-4e27-b4a1-8645966045c0",0,500,500,0
"a8faa5bb-afd0-44c2-9a17-c2a598805699",0,1000,1000,0
"84570ed3-131f-4153-9317-a95816cf7afe",0,0,688,688
"1e017d49-3339-4436-afca-758a001b6206",0,430,430,0
"a779ba07-f68e-4788-87fb-49150e68f626",0,252,252,0
"0f3706e2-e475-41ac-9949-e05af97c4870",0,460,460,0
"093224e2-6349-4e2a-a152-804faa965852",0,470,470,0
"5cbc9f8f-0be5-446d-9a78-8e7f82201fd1",0,500,500,0
"5d5eb20b-86fc-46a0-a050-16026605b20c",0,1000,1000,0
"cfd75403-8e54-4f64-b735-dbb32c6ac5df",0,626,626,0
"0222f23c-72ef-4b3a-8531-614c037a3426",0,444,444,0
"b92dbd94-50c3-42e8-998a-f1ce20e2f3a2",0,494,494,0
"7505c7af-bad2-4314-8ff1-c57bff5b9df3",0,968,968,0
"0bbf7bc3-90fe-4280-90c1-1f9dd4b88610",1500,0,1500,0
"7cff6331-2626-4a64-a9b7-c580e0cc2581",0,0,40,40
"078fedf6-dff5-4c32-9f73-9011c5a04d1f",0,1090,1090,0
"b5dbda40-ceb3-4f20-8b7a-c03880c59d0e",0,1410,1410,0
"3aa7dae1-5785-49d5-ae0f-46339bc55a10",0,496,496,0
"33095996-b29f-4046-98f2-823164995c45",0,500,500,0
"a34b4a62-a0e6-4228-88dd-b3d69df1713c",0,170,170,0
"02cb9a33-e81b-4b38-827a-a5473622246e",0,994,994,0
"a9306b58-7f86-4544-a2f4-c6608e9de718",0,1100,1100,0
"5e103342-52e4-4626-8375-6e2d38057287",0,484,484,0
"b35483f7-0ca7-428e-8063-2430a41581e3",0,485,485,0
"4218323b-3d4f-489c-b83d-931146d950af",0,400,400,0
"d08c7f48-2e4e-4f26-9cbb-b3aa42ee6b44",0,224,224,0
"4567155f-76f5-4851-9a69-1daf4c536152",0,500,500,0
"0d715172-050b-4356-b57f-f210da9d9e47",0,448,448,0
"c6e1dae8-762a-440f-a123-84dfa5b06c10",0,478,478,0
"310b8edb-e17a-441d-885e-fe4d1b663df3",0,413,413,0
"41fa759d-8391-470e-9383-8406809ea12b",0,3081,3081,0
"87e0a9fc-535c-494c-8600-b5ab9dfe1f9f",0,0,768,768
"2dd566c8-ed86-4b80-9f7b-11df034539cc",0,0,640,640
"864d1a88-d172-43b7-a280-9d40796777db",0,1000,1000,0
"2d8133fe-b3c3-4475-b4d9-281dc2b82456",250,0,250,0
"6fef8afa-0701-458f-ab7a-70366f80e88e",0,450,450,0
"88a8ed9d-53ac-4f61-8180-a23386d76607",0,402,402,0
"a3e4119f-21d7-4217-9953-a90ec3a14f6d",0,1000,1000,0
"b8cf4c8f-3bfb-413f-89cf-6067a4fe14cc",126,0,126,0
"e713a09e-1cb2-4a46-a119-e5a5f984dd4c",0,280,280,0
"092cdb61-25ec-49fb-8fb6-ee268c9f484b",0,496,496,0
"76461703-da2c-45c5-b954-0386f7e172c6",0,498,498,0
"96744c5e-6a2d-460f-a385-4637318a730d",0,180,180,0
"6b67c536-ac08-4635-8041-446c3fc05b7f",0,433,433,0
"39250442-4e95-4971-aaf1-aecd07b02862",0,500,500,0
"9845a602-6770-4bd3-b930-101b2d66a8b4",0,0,450,450
"14bf635c-9bd8-4e50-ad45-4cc1cd0513ad",0,500,500,0
"6418e96f-e44b-4378-aa6c-7c887968f5dc",0,500,500,0
"04dd455f-b983-477f-a017-02aeb1390dd5",0,0,1350,1350
"2c79d92e-84f5-4ef9-a809-947cf0c0c4a8",0,0,300,300
"d331f7d2-0811-4625-8d88-3ad6d22572d8",0,1414,1414,0
"c8667e44-6d15-405a-9ad4-a59acc401c6a",0,498,498,0
"1cb65e85-d6d8-4676-9f08-509e1c5626a2",0,800,800,0
"f1764173-e037-4a7b-be6e-3cae48d0503c",0,100,100,0
"9db09fc3-6ec0-429a-b692-5ba38f788c09",0,100,100,0
"67b5d876-8211-44a5-8854-c8336d357ab8",0,100,100,0
"96b23066-49f4-4922-ac05-0bf0e05ec06e",0,100,100,0
"c173ce3a-47c0-480d-bf12-7c668f45bb65",0,0,762,762
"44c05a96-455a-4526-9a09-794ca39bdd03",0,266,266,0
"5e49ea2f-b45e-448e-a6b4-0ca22d0b220f",0,450,450,0
"cf3bea75-e400-4d15-ad24-81ad28f3f35b",0,1104,1104,0
"a429c07f-5204-4c24-bd58-2cf0e11b4307",0,256,256,0
"b56de27c-a466-49a9-8222-c5fc92eef9fd",0,500,500,0
"006eacea-d1c5-45dc-a8dc-be3278ed6354",0,300,300,0
"392b49f7-03b2-4357-97bc-ffea2eb8848b",0,500,500,0
"0cd61319-e989-4e78-9a7f-1e1848605652",0,300,300,0
"29e2f17e-3c80-4c7c-9782-37b19659e25c",0,192,192,0
"6d9a9268-20dc-489a-882d-53f22010a0d2",0,288,288,0
"deccf791-418c-4e3f-82fe-6ca8a152951e",0,240,240,0
"0e00c69b-2f53-45dc-a2db-5d23570e96b7",0,224,224,0
"95e825b0-6644-4405-97a9-bfc68f91b6af",0,272,272,0
"3e02d994-e249-4f45-be3f-b9dc5e825492",0,272,272,0
"76890c57-ebeb-4eaf-bfb9-9aeb679cc7fb",0,500,500,0
"ed231248-ce2b-4370-a86c-083f3ec9fa4c",0,500,500,0
"b2ca4450-acaf-4e07-ad76-cd5a5699489e",0,360,360,0
"a9b1fb8a-8200-4467-8f5a-7a1e762662be",0,360,360,0
"667b3731-9607-4501-bffe-beda2efdfcca",0,248,248,0
"7001f1c5-377b-4d0d-bd5c-04a03fbd8f13",0,248,248,0
"419f529d-ce22-4cd8-ab73-f52f6e1482a5",0,252,252,0
"78b09ee3-b4dc-4048-b707-969f2d32be10",0,220,220,0
"757af159-df42-4fa8-b6e4-0413527474ba",0,220,220,0
"d60fa72d-df6c-4227-9f68-8051f93b469f",0,300,300,0
"6b27e3ba-ef37-4a96-a94b-74b0bbfdb1da",0,300,300,0
"53e42ed1-4d84-4da5-a160-053790b8f121",0,300,300,0
"5f5fd100-93d4-40e7-a80b-83d7cbc9906e",0,480,480,0
"99f998f8-f4fc-45ae-866e-8b7724ab5a0c",0,448,448,0
"b1dacd4a-f8bf-46f0-b56e-d6f625a2ccc9",0,480,480,0
"d01675f9-073b-4545-bb75-faeb84a87885",0,1000,1000,0
"ba23fc85-c5c2-406a-9e45-4e2cedc02378",0,250,250,0
"614edad2-ed1e-4526-862f-d1756d42ba61",0,500,500,0
"27b5f9f4-8832-40f7-ac7e-05a5ae94d418",0,478,478,0
"62c8066e-b0d1-4544-aca4-95e18409e2c9",0,250,250,0
"0a41afc0-724e-4896-b732-5a99c4e2d3bc",0,250,250,0
"1ba0e5d8-8454-43a2-8f6a-1e8dacac0d57",0,292,292,0
"2d158d56-0fb0-48e0-ad4b-80873dc25571",0,366,366,0
"df257edc-9051-4fc3-bce1-12a0ddbea735",0,416,416,0
"31ae7b6b-c21d-452d-b8c9-9c3461ee3161",0,416,416,0
"56529d3d-4ebf-453a-a613-21360f25e80d",0,400,400,0
"d07f835a-31d6-4897-9cab-97e0b4186a48",400,0,400,0
"a26db82e-155f-41b4-a185-47a12f1b2c9f",0,400,400,0
"5c231306-c36f-4f3a-b728-a73a9c0c9574",0,500,500,0
"54f3af28-394e-4498-b8bf-dc11b8b46572",0,500,500,0
"71310b23-d19a-4b62-bac6-4a735150597f",0,36,40,4
"fb6b8e88-48d9-4e7c-9f7e-8a2f89cbbf08",0,500,500,0
"e83358a7-15f5-4624-8d32-19fa7da7dd50",0,150,150,0
"d0ff2e0e-dcab-4b73-be9b-f5a7c6e6ab71",0,0,500,500
"dceb831c-1fc5-4b26-a5ef-9fabacd705a3",0,500,500,0
"0632c3e9-afae-4460-974c-48b726f4b6e9",0,500,500,0
"bf2603af-067c-43c8-84be-9ce07be8bfdc",0,500,500,0
"ec80549a-938f-4fc3-a4c1-d6f146bfd3a8",0,500,500,0
"fbb3e6e4-0efa-43b2-bc66-39618eeb2bb8",0,448,448,0
"8f0920db-9a35-4e06-98ac-d5b09313bf1e",0,500,500,0
"7367a42d-2fe0-4290-aa90-f5f65b128d7b",0,500,500,0
"b78e1067-7eba-4b5d-8911-11ebef6b7493",0,500,500,0
"db6c04b6-5254-4dff-a018-3fd891674f3f",0,500,500,0
"370d273e-5e2b-4bd6-ae95-b7cc1c2e9595",0,500,500,0
"b7a2ab0e-8d96-46b4-af95-dd7c77249c3f",0,500,500,0
"649ab298-0622-4811-a4f1-bc9cd56f4578",0,449,449,0
"8c112f4f-3051-46d6-bbba-d57eeafd3133",0,419,419,0
"4453d639-3810-4688-ab57-6385cb9616b7",0,500,500,0
"24476227-99be-461d-9ec9-2c466f728e0d",0,500,500,0
"de4af737-c98b-4d19-acb3-f13156148371",0,500,500,0
"08f9333b-459e-415e-9045-1eeb718d60f7",0,500,500,0
"be0ce405-b65f-45e6-8879-8cf07f542465",0,200,200,0
"f564e8ca-dae3-48d8-92b3-66a7fec61708",0,500,500,0
"691b120c-a1de-4a70-823a-6598dbd070b5",0,500,500,0
"a3766266-59ba-4770-9dbb-fde5bca96a44",0,500,500,0
"e8aa6907-96d4-4ee1-a0a4-29019109ddeb",0,500,500,0
"9ac2e105-c948-4c53-a8e0-819389c1d482",0,352,352,0
"dec8a80b-ae3e-4578-99d1-6cbbce1c2b65",0,352,352,0
"8072769e-ce72-4460-b894-0e99685cc83c",0,500,500,0
"4867b91a-486e-49b5-af8f-e40a94b47482",0,60,60,0
"a3d7c65f-533a-4875-b2a9-d814ceedcd02",0,500,500,0
"cd4e6c5d-6b82-4930-97a6-9e0c2968f328",0,500,500,0
"caef30d8-099c-458c-ac93-5e07265f28c4",0,420,420,0
"6ef11d15-5c60-46c3-b168-572d0c7e4c47",0,0,420,420
"04cfd212-9a8d-47a6-91dc-4beffaadd5b0",0,0,500,500
"497ef06c-85c4-4356-b7a0-797eba465f5a",0,0,400,400
"4bd1351e-9d6a-4079-a717-b1a3de99ce80",0,0,500,500
"7f3196f3-5088-4900-95b7-9a779051eab7",0,0,300,300
"abf229d8-6a01-42a4-b1b7-eb497595d9c5",0,0,500,500
"03069a80-1d98-485d-a62e-3a518cf11a18",0,0,300,300
"cf22a635-cc5b-488b-8696-4c70ca096a0b",0,500,500,0
"7f49a0a0-6a9b-4af7-8b31-a5574ae9b00e",0,500,500,0
"9220dfd7-19e1-420b-9f90-8f65c635e1a7",0,500,500,0
"b6332c98-c7b4-4587-89bc-975f5244ebc3",0,500,500,0
"79777fbd-c0f9-45d2-9b02-bda7174d0ee0",0,500,500,0
"e033f7d7-67ad-4562-b463-e90fb4c69d66",0,300,300,0
"22a13ac8-bf78-45f7-b3ac-106af1a219c3",0,403,403,0
"37111563-1c65-421a-94e4-e45df0668f69",0,274,274,0
"0a5a55cf-afb8-4d90-b963-cb544d09f848",0,500,500,0
"189e2dfd-1e18-422b-8d6e-5368f7b5b56c",0,421,421,0
"6da4867a-fac8-425b-a636-fa2b0ee0cc95",0,500,500,0
"7dfd7b36-728b-40c7-bf13-5b1ca1a8d236",0,252,252,0
"ccc8ebc6-2a07-4b7e-93ae-ddd0c1d7c5ec",0,397,397,0
"7bd4f358-2cb4-4312-8c58-18f0ab16c862",0,422,422,0
"781cf77d-c218-472a-a99e-b1d3119c957b",0,380,380,0
"c5bc009f-ee2c-4413-b6e0-57b6cfd6b695",0,500,500,0
"a22ce48f-80f5-4148-9657-478fcc572134",0,484,484,0
"62f122d7-9671-49b1-a6a3-984e49ccce40",0,500,500,0
"98a3e567-9196-4d63-b0f8-133465954745",0,500,500,0
"4b142546-e433-437e-bf11-e2410bac1fad",0,500,500,0
"3bbb7b92-e95f-4944-9121-94187e51eaa8",0,0,500,500
"90bca508-2f31-4006-9fb2-2e69ebbba588",0,0,500,500
"d15e359b-1dad-4bed-81d2-144498f430d7",0,57,57,0
"8d27acd9-c2f0-443c-a1a3-2514f3bb3fd2",0,500,500,0
"62531d93-137d-4df6-820f-ecec6949586b",0,400,400,0
"45bc33c6-e7e2-4573-97b5-f46bd4e87172",0,240,240,0
"c42aa3c7-eef8-472d-a2b1-d2152bd3fac8",0,240,240,0
"8e991ad1-43a9-428d-a739-3a943e8465af",0,240,240,0
"85a6cf03-ade9-4e32-95b8-2b080c654052",0,240,240,0
"f9c974d7-1e84-47e5-bb70-cb80e9b560df",0,247,247,0
"2c34dbe8-ca26-4fd7-893f-b7f9a5e47fcc",0,248,248,0
"301ec703-0fd6-4c34-8122-b8f9b04dbce5",0,248,248,0
"e0c62c1c-dfe3-40e5-bfee-856722b210cd",0,248,248,0
"6c90a99f-d22e-4d38-af75-7a2e1001e606",0,248,248,0
"746df503-726c-430c-b5fa-8283b5309b41",0,476,476,0
"ef3c5866-df70-4942-852e-cbb1b1ce783f",0,244,244,0
"03abcdfa-d25c-4038-a934-b440b234c0aa",0,480,480,0
"40be3466-a947-4fd9-a3ee-7388c892499a",0,240,240,0
"a8894776-c529-4377-b520-0001e4494597",0,500,500,0
"1f4f9c79-b78b-45f2-8bfa-600c713267d3",0,500,500,0
"aeb153b1-f8fd-4f94-ae55-a9d25077f066",0,500,500,0
"e44fc75c-1060-4ffb-949e-ad96a068c047",0,400,400,0
"4ea71990-44ee-4c77-b543-4e2cf47a4494",0,450,450,0
"df148a18-50fc-4ec9-b645-263649157b34",0,401,401,0
"30f09c8a-ceec-4c3c-8de2-528335ed0027",0,160,160,0
"e80f30d4-803f-469d-aba7-af9a5ece164e",0,192,192,0
"c399a03b-4b07-4b97-af99-568337d77f1c",0,256,256,0
"66686058-3085-4c7b-8b2d-86f0c7a93c5f",0,256,256,0
"79977300-de2b-40fd-a3a8-7f0f5890966a",0,400,400,0
"a95bb86a-dbf1-4140-918c-f25d6814b7f4",0,500,500,0
"bf83583b-615e-499c-80c7-f69b92a79635",0,204,204,0
"0d7675c4-66ec-4a99-8a28-554b92125601",0,500,500,0
"7be0e303-792c-4bc9-9bf7-22685fb94b6f",0,460,460,0
"ce67c972-2d12-4138-8b80-ba843fdbce91",0,500,500,0
"afddd038-1285-4cb6-a2c3-ca3cd492440a",0,500,500,0
"41aaa472-de57-499a-8b84-60bae7deee37",0,367,367,0
"3ddac99e-ef72-48eb-9ea6-97ae7e3d11bc",0,500,500,0
"d4f10543-ffbb-4dae-8a61-0f171c16c859",0,500,500,0
"cbe5e738-b354-415f-a1db-1612ae038903",0,20,20,0
"94f214d5-6fcb-46b4-8448-0ae0f7c51f9e",0,300,300,0
"03eff114-618a-40ee-a996-7b9958419773",0,500,500,0
"6ebca729-32b4-453f-8f4a-7ad1b6ed867e",0,200,200,0
"091a9e78-2149-4a69-b2ac-8bbb81719aa5",0,200,200,0
"e3e00095-3722-495d-98fb-526317d28b2c",0,200,200,0
"9855c0a5-4869-4355-b99b-9bc4ad9c3fe1",0,200,200,0
