"id","bairro","cep","logradouro","numero","texto","tipo_logradouro","fk_municipio"
"f4555606-43f9-446a-b192-663066cd00e9","SEM BAIRRO","17800000","RUA SALDANHA MARINHO S/N","S/N","RUA SALDANHA MARINHO S/N","RUA","a833a059-22a5-4531-ba5c-f7bbcdecda41"
"12f45a41-d0e3-4f10-94dc-d0504494fa5b","SEM BAIRRO","13730059","RUA CONCHETA FRANCIOSI 215","215","RUA CONCHETA FRANCIOSI 215","RUA","0e628868-ba15-4555-be47-55951df3ae6b"
"36cb3ce9-729b-45c6-a68a-c0f6e34f31ee","SEM BAIRRO","13730059","RUA CONCHETA FRANCIOSI 410","410","RUA CONCHETA FRANCIOSI 410","RUA","0e628868-ba15-4555-be47-55951df3ae6b"
"e8f20177-a7c3-4598-9a20-a3c9e6a46ac4","SEM BAIRRO","17120000","AVENIDA RUBENS VENTURINI","S/N","AVENIDA RUBENS VENTURINI, S/N","AVENIDA","4611e448-9b85-4c1c-bf35-68471c407346"
"69c41f16-1ad4-4217-9626-3712051f4bb6","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","79f3a646-14e4-4f22-9d5d-09002303a926"
"d9eeb5b7-cd2c-408a-b28d-84d1e04b2ffe","SEM BAIRRO","14350000","ESTRADA MUNICIPAL JOSE LEME WALTER S/N","S/N","ESTRADA MUNICIPAL JOSE LEME WALTER S/N","ESTRADA","d013a1ff-945c-491a-af40-bbf6a19da8cd"
"e44bfb11-276b-4292-a2f9-790eb428572c","SEM BAIRRO","10140000","ESTRADA MUNICIPAL JOSE GOMES DA PENA (PROLONGAMENT","S/N","ESTRADA MUNICIPAL JOSE GOMES DA PENA (PROLONGAMENT","ESTRADA","3f82575c-9b0a-447d-883d-6fef0aa46da2"
"b8db7d1c-704d-4286-9c50-f55c8573f9c2","SEM BAIRRO","17410000","RODOVIA PREFEITO FRANCISCO ASSIS BOSQUE","S/N","RODOVIA PREFEITO FRANCISCO ASSIS BOSQUE","RODOVIA","42eb3b79-be4f-4e08-b06f-65b3fcb3b79b"
"1bedf17a-bcfa-4cb1-94a0-fe23bcae439c","BAIRRO OLHO D AGUA","13476735","RUA MARANHAO","S/N","RUA MARANHAO, GLEBA G - 1A - BAIRRO OLHO D AGUA","RUA","f7cb2a5d-29cb-41fc-a22c-58bf4651f683"
"58859947-bb8c-4a65-914a-0ef6091c3a82","SEM BAIRRO","13905764","RUA FRANCISCO LUIZ DOS SANTOS 150","150","RUA FRANCISCO LUIZ DOS SANTOS 150 - SANTA MARIA","RUA","f9688bef-eeef-426b-a573-07a6bfbf89e3"
"bd8e6c40-db33-418d-9d01-eb0dfd73c7d7","SEM BAIRRO","16900000","RODOVIA MARECHAL RONDON SP 300","300","RODOVIA MARECHAL RONDON SP 300 - PISTA LESTE (SAO PAULO)","RODOVIA","03ce3d1f-1296-409c-990b-16aaf09d1a8b"
"591b3f9e-b249-45b3-b16c-60f4d52b19df","SEM BAIRRO","16900000","RUA JAMIL FAYAD","S/N","RUA JAMIL FAYAD","RUA","03ce3d1f-1296-409c-990b-16aaf09d1a8b"
"2c528a75-b5e8-49a5-87e6-8be32b941c65","SEM BAIRRO","16100000","LOTE RESIDENCIAL AGUAS CLARAS","S/N","LOTEAMENTO RESIDENCIAL AGUAS CLARAS","LOTE","11b28f81-684f-41c6-93f1-ece258884f34"
"b65ebf7f-2d61-4c99-bbec-bede6df0495c","SEM BAIRRO","16100000","RUA ETORE CARAZZA","S/N","RUA ETORE CARAZZA, PORTO REAL","RUA","11b28f81-684f-41c6-93f1-ece258884f34"
"6f42b022-cbb3-4aee-ad9a-ff9245e9ace4","SEM BAIRRO","16100000","RUA AGENOR ZANONI","S/N","RUA AGENOR ZANONI","RUA","11b28f81-684f-41c6-93f1-ece258884f34"
"2f05d7db-e200-4819-af1d-ee2938dff7cc","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","11b28f81-684f-41c6-93f1-ece258884f34"
"d571837a-3c26-477b-881c-04b16fe371fd","SEM BAIRRO","19100000","RUA AGENOR ZANONI","S/N","RUA AGENOR ZANONI","RUA","11b28f81-684f-41c6-93f1-ece258884f34"
"472d9aa4-a23c-4f83-bd31-6f6a47309c58","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","11b28f81-684f-41c6-93f1-ece258884f34"
"f9599d6f-543d-45a4-9d6f-32e642873ac8","SEM BAIRRO","16100000","AVENIDA AGUA FUNDA","S/N","AVENIDA AGUA FUNDA","AVENIDA","11b28f81-684f-41c6-93f1-ece258884f34"
"f08ec3dc-8b0d-4dd7-b637-c87059580089","SEM BAIRRO","14806346","AVENIDA JOSE DOS SANTOS SEVES","S/N","AV JOSE DOS SANTOS SEVES","AVENIDA","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"7b25cd2b-6295-4cc0-b6a4-707d77ba9da4","SEM BAIRRO","14806346","AVENIDA JOSE DOS SANTOS SEVES S/N","S/N","AV JOSE DOS SANTOS SEVES S/N","AVENIDA","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"944daee8-bc68-4ca2-8e38-813235b1e307","SEM BAIRRO","14806300","AVENIDA PEDRO JOSE LAROCA","S/N","AV PEDRO JOSE LAROCA","AVENIDA","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"02177361-6f44-4368-98eb-f8c47f485805","SEM BAIRRO","14801309","ESTRADA MUNICIPAL AR 347","347","ESTRADA MUNICIPAL AR 347","ESTRADA","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"6ea43069-d0cf-4384-9391-3d61c466b214","SEM BAIRRO","14806338","AVENIDA BERCHOLINA ALVES CARVALHO CONCEICAO S/N","S/N","AV BERCHOLINA ALVES CARVALHO CONCEICAO S/N","AVENIDA","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"f4737255-b4f1-4a73-b4c0-fed911a1a31b","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","104b3083-e4e1-43f8-9662-5c8d8bf0ed6b"
"ed1f367a-f53f-4da9-9758-a8dfdb926643","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","3b75f9ef-31e1-4cc6-b737-1a86715d2ea8"
"db14de0d-da1d-4ddf-8201-d020ad1a8a9b","SEM BAIRRO","13602130","RUA JOAO BRIZO","S/N","RUA JOAO BRIZO","RUA","3b75f9ef-31e1-4cc6-b737-1a86715d2ea8"
"e7f6898f-5b2d-403c-9f53-2d5628f789d8","SEM BAIRRO","13601445","AVENIDA PRESIDENTE COSTA E SILVA","S/N","AVENIDA PRESIDENTE COSTA E SILVA","AVENIDA","3b75f9ef-31e1-4cc6-b737-1a86715d2ea8"
"7152cf68-49f4-461d-b6ad-1e65d25884f1","SEM BAIRRO","13600000","AVENIDA JOAO ROSSI S/N","S/N","AVENIDA JOAO ROSSI S/N","AVENIDA","3b75f9ef-31e1-4cc6-b737-1a86715d2ea8"
"47641afe-4223-49c5-9b73-f5505f601dcf","SEM BAIRRO","17170000","RUA ABRAAO CAROLINO CARNEIRO","S/N","RUA ABRAAO CAROLINO CARNEIRO","RUA","965da632-8997-4380-bc4f-76eaaa834089"
"5f4b43d9-37d6-4a0a-ab48-eb1a1d90d5b4","SEM BAIRRO","18490000","RUA DR PEREIRA DE RESENDE","S/N","RUA DR PEREIRA DE RESENDE, S/N","RUA","abd8de27-b9a2-4320-89ad-34c4c71479d0"
"167610a9-d0f3-4c50-9e04-f6ad1aa39d17","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","b947e5c2-858d-445f-840e-765814f69b86"
"e44aad33-c963-45f4-9c58-241da4ff14a0","SEM BAIRRO","19804580","RUA SANTO ANTONIO","S/N","RUA SANTO ANTONIO - GLEBA","RUA","4b5cba18-02a5-4a04-a53a-7ae5ddbc650d"
"3c85142c-212d-4972-a4a6-cc0d4fe8c77a","SEM BAIRRO","19800000","AVENIDA ROMAO CUENCAS BORREGO","S/N","AV ROMAO CUENCAS BORREGO","AVENIDA","4b5cba18-02a5-4a04-a53a-7ae5ddbc650d"
"0e2a421a-3070-4732-a517-970fc2b4027e","SEM BAIRRO","19800020","AVENIDA RAMAO CUENCAS BORREGO","S/N","AV RAMAO CUENCAS BORREGO","AVENIDA","4b5cba18-02a5-4a04-a53a-7ae5ddbc650d"
"d278005b-d16b-426d-8247-7f34cedea813","SEM BAIRRO","12951540","AVENIDA JERONIMO DE CAMARGO 9695","2","AVENIDA JERONIMO DE CAMARGO 9695 - COND 2 - CAETETUBA","AVENIDA","8ae2ed0f-6db6-48ef-9582-14b12510cbff"
"36ed9416-4a1c-4694-addf-7c5d024fdb42","SEM BAIRRO","12951540","AVENIDA JERONIMO DE CAMARGO 9555","1","AV JERONIMO DE CAMARGO 9555 - COND 1 - CAETETUBA","AVENIDA","8ae2ed0f-6db6-48ef-9582-14b12510cbff"
"e40f92f4-2317-4515-9d66-2a4b40afae69","SEM BAIRRO","12951540","AVENIDA JERONIMO DE CAMARGO","S/N","AVENIDA JERONIMO DE CAMARGO","AVENIDA","8ae2ed0f-6db6-48ef-9582-14b12510cbff"
"5ddd51ae-dd0c-4a7f-bb94-c30d60bf7ed6","SEM BAIRRO","18702582","ESTRADA VICINAL AVR 359","359","ESTRADA VICINAL AVR 359 - JD PARAISO","ESTRADA","47f09027-1b68-45c3-926c-53462d3c2a6d"
"b256838d-d400-4fda-be3a-b205c9c83492","SEM BAIRRO","18700000","ESTRADA MUNICIPAL AVR 040","040","ESTRADA MUNICIPAL AVR 040, GLEBA A FAZENDA PONTE ALTA","ESTRADA","47f09027-1b68-45c3-926c-53462d3c2a6d"
"bfbebc71-14ce-48e0-bfeb-1233a40dfd3e","SEM BAIRRO","18703170","AVENIDA BRASILIA","S/N","AV BRASILIA, GLEBA C - FAZ PONTE ALTA - VILA JARDIM - AVARE","AVENIDA","47f09027-1b68-45c3-926c-53462d3c2a6d"
"cfd24acc-ddb2-4cbc-846b-1eeb0e75fdbd","SEM BAIRRO","18703170","ESTRADA MUNIC AVR 354","354","ESTRADA MUNIC AVR 354 -GLEBA B -FAZ PONTE ALTA- V.JARDIM","ESTRADA","47f09027-1b68-45c3-926c-53462d3c2a6d"
"58de120c-f124-4bec-8a96-891a156a2b72","SEM BAIRRO","15140000","AVENIDA NOSSA SENHORA DA PAZ","S/N","AV NOSSA SENHORA DA PAZ","AVENIDA","b02e28f6-065d-4a7e-bd6f-3a3755dc1db6"
"5b7e4cc2-ae27-4256-82a2-7c05fb2a2220","SEM BAIRRO","DESCONHECIDO","RUA BELEM/RUA BAHIA/RUA SAO PAULO/RUA SAO PAULO","S/N","RUA BELEM/RUA BAHIA/RUA SAO PAULO/RUA SAO PAULO","RUA","4157b974-9a05-4b1f-872e-9939e16227e6"
"d9afe45d-ee1f-4702-9304-9a9c95e6c030","SEM BAIRRO","14160550","RUA ANTONIO GIRUAARUADI","S/N","R ANTONIO GIRARDI - LOT RESIDENCIAL JD DR LUIS SPINA","RUA","fa8e9e0e-ee91-4223-af89-7e417ee83465"
"b7995924-9a90-403f-b97f-10979b46a558","SEM BAIRRO","14784280","RUA ANTONIO GIRARDI","S/N","RUA ANTONIO GIRARDI","RUA","fa8e9e0e-ee91-4223-af89-7e417ee83465"
"5c77b037-661d-451e-a05d-6a506f949dfa","SEM BAIRRO","14940000","RUA 11 COM LBG 020","020","RUA 11 COM LBG 020","RUA","7304de42-afdc-45a4-92a5-f980fb6de494"
"2cb3a95d-6b41-4269-ab2b-7fc08dd96756","SEM BAIRRO","14300000","AVENIDA DOS PUPINS 975","975","AV DOS PUPINS 975","AVENIDA","0b676710-b728-4381-969b-525dff95a321"
"0d312b9f-4f1c-4fa0-b411-35b775f51d45","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"d10741de-2596-42c7-a3ac-e3f1a111d46c","SEM BAIRRO","17056100","RUA RODOLFINA DIAS DOMINGUES QUART 10","10","RUA RODOLFINA DIAS DOMINGUES QUART 10","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"64ff360e-2178-4f21-a9f5-710a580e5c51","SEM BAIRRO","17023380","RUA PEDRO SANTOS SILVA S/N","S/N","RUA PEDRO SANTOS SILVA S/N - BAURU-SP","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"39280990-b740-4bd7-b8e9-7d4f598fcb1e","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"a72cbee8-6f40-41e7-8483-4e4bf21e9fe2","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"1d97160a-cf1b-4b62-9fe4-6533877f9346","SEM BAIRRO","17100000","RUA DOIS","S/N","RUA DOIS, MONTE VERDE - BAURU-SP","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"6a650efd-6b30-4b62-9e97-19ff75c9bbc5","SEM BAIRRO","17064480","RUA CLAUDIO DE OLIVEIRA SALVADIO","31","RUA CLAUDIO DE OLIVEIRA SALVADIO, 1-31","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"82abf42d-16c7-4658-a01d-2d9c715ee72d","SEM BAIRRO","17065007","RUA SAO SEBASTIAO QT 3","3","RUA SAO SEBASTIAO QT 3, LADO IMPAR, VILA FILOMENA.","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"3c91de5d-7c87-47b8-9f08-ea2f1008569c","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"f77f98a5-4ddc-460b-a254-a17e4e2d662d","SEM BAIRRO","17100000","RUA MARIO DOS REIS PEREIRA GLEBA 01 (PARTE) JD COLINA VERDE","01","RUA MARIO DOS REIS PEREIRA GLEBA 01 (PARTE) JD COLINA VERDE","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"790a6dde-1592-46c7-a50d-b9918959ef6a","SEM BAIRRO","17100000","RUA DOIS JD MONTE VERDE","S/N","RUA DOIS JD MONTE VERDE","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"297e3ff8-6a96-4a12-8235-0cd68c55683b","SEM BAIRRO","17026750","RUA PEDRO LIPE S/N JARDIM CHAPADAO","S/N","RUA PEDRO LIPE S/N JARDIM CHAPADAO","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"bfe3e455-5123-4a37-82f9-65a8e216853e","SEM BAIRRO","17100000","RUA. MARUAIO DOS RUAEIS PERUAEIRUAA GLEBA 2 LADO PARUA","2","R. MARIO DOS REIS PEREIRA GLEBA 2 LADO PAR - BAURU/SP","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"e8249b3e-1e7e-484f-9546-b18902098c57","SEM BAIRRO","17065007","RUA SAO SEBASTIAO QT 14","14","RUA SAO SEBASTIAO QT 14","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"333314a0-e90c-4a2a-bff8-9e0ac12c0f55","SEM BAIRRO","17021874","RUA LINDA BIANCO LEARDINI","S/N","RUA LINDA BIANCO LEARDINI","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"2989fb69-ddb1-4dcd-82d5-7ec5d96a33c0","SEM BAIRRO","17100000","RUA LAMIA SOUBHIE","3","R LAMIA SOUBHIE, QT 3","RUA","1614e0b7-9d77-4a12-bb42-2205e2ba93d1"
"10e7a85c-db95-4d15-9275-f4186677203c","SEM BAIRRO","14701036","RUA JOSE MINHOLO","S/N","RUA JOSE MINHOLO","RUA","59308ecd-74fd-4368-8782-0f9152df1878"
"962cf903-4d16-4647-9e3d-fcafffdca106","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","59308ecd-74fd-4368-8782-0f9152df1878"
"5cec0ab1-7d3a-41f1-8b05-2c5dcc611d0f","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","59308ecd-74fd-4368-8782-0f9152df1878"
"20554c5a-290d-4d16-8c21-5a1b74e4c844","SEM BAIRRO","16050320","AVENIDA JOSE AFIF ABDO","S/N","AV JOSE AFIF ABDO","AVENIDA","7ea51332-19a8-4759-869b-35f2b8f70bf3"
"4c36a07c-6d57-4f14-8e2d-b36658e64094","SEM BAIRRO","16200000","RUA WANDERLEY MARTINS VINHOTTI","S/N","RUA WANDERLEY MARTINS VINHOTTI","RUA","7ea51332-19a8-4759-869b-35f2b8f70bf3"
"0487fdcd-1ede-41d8-bc80-76323927ba87","SEM BAIRRO","16201000","RUA JOSE MASSON","S/N","RUA JOSE MASSON","RUA","7ea51332-19a8-4759-869b-35f2b8f70bf3"
"93311fb0-41a0-44d6-84f1-ba4a3d68d6b4","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","7ea51332-19a8-4759-869b-35f2b8f70bf3"
"a71f9bdf-6f5a-4ae4-9238-df189cad6552","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","6cb31cdf-c225-4c93-8fe0-5689a12729de"
"052e733d-2972-4ef3-a2e3-f606895c50a1","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","6cb31cdf-c225-4c93-8fe0-5689a12729de"
"fd1216df-6e41-42e4-bdda-3905ecd2251d","SEM BAIRRO","18550000","RUA VERUA. JOAO MORUAAES DE ARUARUAUDA","300","R VER. JOAO MORAES DE ARRUDA, 300","RUA","6cb31cdf-c225-4c93-8fe0-5689a12729de"
"8890b9b1-ac62-49f6-8ac5-2aba8de736da","SEM BAIRRO","18604290","RUA ANGELO DE BIAGI S/N","S/N","RUA ANGELO DE BIAGI S/N","RUA","acba1184-2a24-4172-8942-457f3f4ed724"
"0387bf58-e66c-4abf-ac15-2f22866ef343","SEM BAIRRO","18604290","RUA ANGELO DE BIAGI","S/N","RUA ANGELO DE BIAGI, S/N","RUA","acba1184-2a24-4172-8942-457f3f4ed724"
"2a173b9a-cbdf-4efc-83fe-bfa3a0035005","SEM BAIRRO","18604320","ESTRADA MUNICIPAL ALCIDES SOARES","S/N","ESTRADA MUNICIPAL ALCIDES SOARES","ESTRADA","acba1184-2a24-4172-8942-457f3f4ed724"
"10f9c386-b516-4290-8a9c-350dc93a7516","SEM BAIRRO","18618116","RUA ANTONIO MADUREIRA","S/N","RUA ANTONIO MADUREIRA, DISTRITO RUBIAO JR, JD SAUDE","RUA","acba1184-2a24-4172-8942-457f3f4ed724"
"2952b2dd-545f-4f42-a45e-bd78693dc441","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","acba1184-2a24-4172-8942-457f3f4ed724"
"fd39c50b-95c2-4828-9038-dd472c95fe4f","SEM BAIRRO","12900000","RUA 3 QDS 17 E 22","22","RUA 3 QDS 17 E 22 - LOTEAMENTO BRAGANCA LU","RUA","43a8d7e2-43af-43f2-a21d-8363b9b1f615"
"a66717f4-22e0-45c1-bc08-db8a312b3649","SEM BAIRRO","12927130","AVENIDA OITO DE MAIO QUADRAS 4/5/11/12/13/18/19 AGUA CLARA","19","AV OITO DE MAIO QUADRAS 4/5/11/12/13/18/19 AGUA CLARA","AVENIDA","43a8d7e2-43af-43f2-a21d-8363b9b1f615"
"e0c234f8-a749-42c1-8126-16fbeb764ae2","SEM BAIRRO","12900000","AVENIDA ROSA ROSA RAFANI SECTINI S/N","S/N","AV ROSA ROSA RAFANI SECTINI S/N","AVENIDA","43a8d7e2-43af-43f2-a21d-8363b9b1f615"
"bbedb890-1789-4f59-9782-6bcd5b3c0bfc","SEM BAIRRO","10140000","ESTRADA MUNICIPAL BRN_030","S/N","ESTRADA MUNICIPAL BRN_030, ATUAL RUA FERNANDO CORT","ESTRADA","48464ce7-bfef-47c0-a317-7d61469186cc"
"5508d11d-655e-4717-acda-f160a4155839","SEM BAIRRO","14570970","SITIO SANTO ANTONIO S/N","S/N","SITIO SANTO ANTONIO S/N","SITIO","c471e2fd-9d18-49e6-a194-cc1b0695ec76"
"ccdd9802-2c3e-4556-b93a-44ed8036040e","SEM BAIRRO","12800000","ESTRADA MUNICIPAL CAMANDUCAIA","01","ESTRADA MUNICIPAL CAMANDUCAIA, KM 01(CACAPAVA/MONT.LOBATO)","ESTRADA","8a99787f-0b27-404a-8613-a3cfd593655d"
"8d7a536e-7295-42d4-88e8-c755fbc00e42","SEM BAIRRO","12291460","ESTRADA CAMANDUCAIA","01","ESTRADA CAMANDUCAIA, KM 01","ESTRADA","8a99787f-0b27-404a-8613-a3cfd593655d"
"8e98025d-9bc8-4903-a04b-29ad3c8d7526","SEM BAIRRO","DESCONHECIDO","AVENIDA ANTONIO JOAO ABDALLA S/N","S/N","AV ANTONIO JOAO ABDALLA S/N - CENTRO","AVENIDA","d7a7580e-0175-4356-aa40-f49674bd72f4"
"41d0ee01-e2f0-4413-9f2d-cddeca0a523c","SEM BAIRRO","DESCONHECIDO","RUA ORLINDO MAR�AL DE OLIVEIRA VALLE","13","RUA ORLINDO MAR�AL DE OLIVEIRA VALLE,100 LOTES 1/1B/1C QD 13","RUA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"f80a6319-7bfa-409e-8404-3872d69e0990","SEM BAIRRO","13060616","RUA PEDRO GALHARDI","S/N","RUA PEDRO GALHARDI, S/N","RUA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"74c0b8ef-6f1f-4c70-af69-c71834bec14d","SEM BAIRRO","13100000","AVENIDA. 4 QUADRA 98","98","AV. 4 QUADRA 98","AVENIDA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"31204dee-ce5b-48ce-be8e-7b61abe07511","SEM BAIRRO","13057500","AVENIDA. CAMUCIM","S/N","AV. CAMUCIM","AVENIDA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"6bab3c5f-2594-4648-956a-523bf200a5ef","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","f647ca66-42eb-4e49-87ba-5a27b7305300"
"140cee41-3ac6-4e4a-8cec-50b8af1feeb8","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","f647ca66-42eb-4e49-87ba-5a27b7305300"
"8666fccf-9d3d-4295-86c2-25d9562ca962","SEM BAIRRO","13060000","ESTRADA MUNICIPAL JOSE SEDANO","S/N","ESTRADA MUNICIPAL JOSE SEDANO, S/N","ESTRADA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"7a5ae699-af81-4132-a268-248953b9f0c1","SEM BAIRRO","13060519","RUA MADRUAE EDUARUADA SHAFERUAS","350","R MADRE EDUARDA SHAFERS, 350","RUA","f647ca66-42eb-4e49-87ba-5a27b7305300"
"fa9d6f7d-1be4-4b6b-8ef4-392f631116b8","SEM BAIRRO","11670401","ESTRADA DO RIO CLARO ESQUINA COM RUA JOAO CARLOS BALIO","08","ESTRADA DO RIO CLARO ESQUINA COM RUA JOAO CARLOS BALIO, 08","ESTRADA","757d3844-f24e-4b94-8d53-33ac64e89442"
"4bae8060-c26e-4606-84e0-4d5fae055d1a","SEM BAIRRO","11668000","RUA JOSE GERALDO FERNANDES DA SILVA JUNIOR","S/N","RUA JOSE GERALDO FERNANDES DA SILVA JUNIOR","RUA","757d3844-f24e-4b94-8d53-33ac64e89442"
"4eb21055-2a05-42ca-b85b-6b2b8319341c","SEM BAIRRO","11676000","RUA GABRIEL FAGUNDES ROSA 105","105","RUA GABRIEL FAGUNDES ROSA 105","RUA","757d3844-f24e-4b94-8d53-33ac64e89442"
"01b8e799-d473-480f-84a2-0e6d913a9eba","SEM BAIRRO","DESCONHECIDO","RUA PARAGUAI","23","RUA PARAGUAI, 23","RUA","c2a56928-0382-4a21-9f8a-0b221a8d05e2"
"ea5367c6-4467-4032-9b9d-1e767aeb2d59","SEM BAIRRO","DESCONHECIDO","RUA PARAGUAI","326","RUA PARAGUAI, 326","RUA","c2a56928-0382-4a21-9f8a-0b221a8d05e2"
"9a8234e6-6556-4f10-a78d-c31deef6cb0c","SEM BAIRRO","DESCONHECIDO","RUA PARAGUAI","380","RUA PARAGUAI, 380","RUA","c2a56928-0382-4a21-9f8a-0b221a8d05e2"
"90353a0d-26ea-4b69-8e81-180b46142ad7","SEM BAIRRO","15570000","SITIO NOSSA SENHORA APARECIDA","S/N","SITIO NOSSA SENHORA APARECIDA","SITIO","872d8ab7-fd94-424b-ab27-4cf0b280e424"
"9415635d-fa37-4f17-bbdc-816ddaeb4d3a","SEM BAIRRO","15813075","RUA CARAIBAS S/N","S/N","RUA CARAIBAS S/N","RUA","cd3e2dd2-2574-4de5-9705-dcd50685c0ff"
"72212dde-0f3a-49c2-8b6c-898e65790c90","SEM BAIRRO","15800000","RUA JOSE FRIAS GARCIA","510","RUA JOSE FRIAS GARCIA, 510","RUA","cd3e2dd2-2574-4de5-9705-dcd50685c0ff"
"e0473f1e-548f-4abe-bf61-5a170258b04e","SEM BAIRRO","DESCONHECIDO","NÃO IDENTIFICADO","S/N","DESCONHECIDO","DESCONHECIDO","cdb05191-0738-4982-912d-7a755863fc91"
"d6fc0d75-e027-4b55-be8a-6a738d2037c9","SEM BAIRRO","13150000","RUA SANTO RIZZO","S/N","RUA SANTO RIZZO, QUADRAS A, B, C, D E E","RUA","0dbdcb1d-0319-4931-b003-d6439c92dec9"
"4a39416f-51b5-49e8-9a15-9d300fef1c9a","SEM BAIRRO","DESCONHECIDO","ESTRADA VELHA DA OLARIA 1990","1990","ESTRADA VELHA DA OLARIA 1990","ESTRADA","89296472-9c8d-47e0-a843-e508ec4a3f5f"
"209bb67d-914e-495c-baa5-333d56cdaf0b","SEM BAIRRO","12701330","AVENIDA ROTARY CLUB 2767","2767","AV ROTARY CLUB 2767","AVENIDA","46b43488-5a52-44a7-9c8f-f902831a9680"
"f0dafbc2-135e-4d0a-97fd-a72a5f3ac210","SEM BAIRRO","12701330","AVENIDA FLORINDO ANTICO 778","778","AV FLORINDO ANTICO 778","AVENIDA","46b43488-5a52-44a7-9c8f-f902831a9680"
"ac1297f8-8b23-4fe5-b4f4-6e8760ca10fc","SEM BAIRRO","12700000","RUA JANDER WILLER CARNEIRO","401","RUA JANDER WILLER CARNEIRO, 401","RUA","46b43488-5a52-44a7-9c8f-f902831a9680"
"3490b0d4-1f34-46e6-a653-d3cc6382c3d1","SEM BAIRRO","DESCONHECIDO","RUA PAU DO CAFE","876","RUA PAU DO CAFE, 876 - CASA GRANDE","RUA","4acc2b10-1d4c-4627-9760-1eb7391df3ac"
"c06e1b2e-9241-4e0d-9d8e-89a395ac9165","SEM BAIRRO","DESCONHECIDO","AVENIDA ALDA COM RUA MODESTO ALVARES DIAS","S/N","AVENIDA ALDA COM RUA MODESTO ALVARES DIAS","AVENIDA","4acc2b10-1d4c-4627-9760-1eb7391df3ac"
