txt_cnpj_construtora_entidade
73785032000113
2054380000172
34452706000106
34452706000106
2364225000152
2364225000152
77578623000170
673788000105
673788000105
77578623000170
77578623000170
77578623000170
673788000105
673788000105
542671000184
77578623000170
77578623000170
23998438000106
41503939000156
11139487000104
34452706000106
23998438000106
34452706000106
34452706000106
23998438000106
4401250000194
23998438000106
4401250000194
2364225000152
8263408000168
2364225000152
2364225000152
4801147000131
4661300000172
7654734000133
7654734000133
7654734000133
4401250000194
5483072000150
2364225000152
4661300000172
4661300000172
12388029000171
4661300000172
5483072000150
4801147000131
4661300000172
16614075000100
16614075000100
8573573000116
16614075000100
17802755000102
17194077000142
17194077000142
17194077000142
14401775000183
14401775000183
84459783000166
34696955000147
""
9122239000109
1287024000136
6995396000130
2975716000130
4593893000187
10848054000165
10848054000165
1287024000136
4593893000187
5332391000165
63593594000101
9122239000109
4593893000187
63593594000101
63593594000101
9122239000109
16614075000100
16614075000100
673788000105
673788000105
14294656000179
2631899000176
1287024000136
2975716000130
14294656000179
14294656000179
4593893000187
14294656000179
8774749000106
673788000105
673788000105
8263408000168
8263408000168
8263408000168
8263408000168
8263408000168
8263408000168
4812064000148
8263408000168
8263408000168
8263408000168
8263408000168
8263408000168
""
84459783000166
8263408000168
10538893000187
3458174000190
3458174000190
41503939000156
5633015000100
19291374000131
7418827000169
5085592000105
19113461000107
19351607000144
7418827000169
83384412000108
14401775000183
10538893000187
10538893000187
4696621000102
4401250000194
4401250000194
897902000172
4401250000194
8645489000160
63841076000160
4880518000118
83906404000176
83352807000110
83384412000108
14401775000183
8774749000106
83352807000110
14401775000183
83352807000110
9578807000180
83769679000105
4551271000196
83352807000110
83352807000110
7887094000101
4551271000196
7022164000169
5085592000105
83352807000110
83352807000110
542671000184
83900043000150
83900043000150
4485851000122
4443364000105
3458174000190
5633015000100
7887094000101
83352807000110
4696621000102
4558805000106
3458174000190
5068564000180
8645489000160
4944740000137
5147069000166
9578807000180
5085592000105
7887094000101
3458174000190
83352807000110
5147069000166
9578807000180
4401250000194
83900043000150
83776310000120
2260706000118
2260706000118
7418827000169
""
3458174000190
10538893000187
8645489000160
7783091000128
4485851000122
897902000172
897902000172
33255712000100
4401250000194
2260706000118
23998438000106
23998438000106
23998438000106
2260706000118
""
2260706000118
2260706000118
63841076000160
8645489000160
7141293000176
4401250000194
63841076000160
63841076000160
9609245000195
9609245000195
83352807000110
63841076000160
83352807000110
5085592000105
7022164000169
897902000172
7418827000169
7418827000169
2260706000118
4485851000122
4485851000122
22610612000139
7418827000169
5351606000195
7418827000169
4558805000106
4851929000185
673788000105
5116388000104
8263408000168
17697124000170
22610612000139
6699029000190
7978305000111
11047633000171
6699029000190
9386620000185
10841108000160
10841108000160
10841108000160
10841108000160
10841108000160
664013000165
2582819000130
41503939000156
6249791000174
3214866000193
6699029000190
12546008000137
6699029000190
12546008000137
41503939000156
41503939000156
7978305000111
7978305000111
116349000193
9494823000195
7978305000111
664013000165
11047633000171
41614926000154
542671000184
542671000184
1271256000104
7978305000111
6066229000105
216810000180
3893052000122
12494019000110
7978305000111
1271256000104
6066229000105
23695042000190
5574809000140
41503939000156
41503939000156
5918869000133
4588068000194
4387295000151
5271897000101
4387295000151
7495311000118
4387295000151
5918869000133
7100462000120
35128552000164
35128552000164
""
6699029000190
6699029000190
3893052000122
3214866000193
3214866000193
3214866000193
3214866000193
8077137000156
3214866000193
3214866000193
3214866000193
3214866000193
3214866000193
3214866000193
73785032000113
2499787000103
3214866000193
3214866000193
3214866000193
3214866000193
3022252000100
3022252000100
3022252000100
3022252000100
5271897000101
73785032000113
4007367000198
4007367000198
""
73785032000113
3214866000193
3214866000193
3722669000185
3722669000185
3722669000185
3722669000185
3722669000185
3722669000185
3722669000185
6699029000190
6699029000190
12546008000137
12546008000137
3214866000193
3214866000193
5504696000107
6699029000190
6699029000190
6699029000190
6699029000190
6699029000190
9020790000141
9020790000141
9020790000141
6249791000174
6249791000174
6699029000190
6699029000190
7978305000111
5918869000133
4588068000194
3214866000193
3214866000193
3214866000193
41503939000156
41503939000156
41503939000156
41503939000156
41503939000156
6249791000174
6249791000174
69400182000194
69400182000194
69400182000194
69400182000194
6249791000174
6249791000174
7978305000111
7978305000111
6066229000105
6066229000105
3893052000122
1271256000104
6699029000190
6699029000190
6699029000190
6699029000190
216810000180
12494019000110
12494019000110
664013000165
664013000165
5918869000133
5918869000133
5918869000133
4588068000194
4588068000194
4588068000194
8077137000156
41503939000156
3893052000122
7978305000111
5918869000133
12494019000110
41615659000130
3893052000122
7978305000111
35128552000164
35128552000164
35128552000164
35128552000164
35128552000164
2499787000103
8986565000100
6699029000190
6699029000190
6699029000190
6699029000190
6699029000190
35128552000164
35128552000164
2499787000103
35128552000164
35128552000164
6699029000190
41503939000156
41503939000156
41503939000156
""
5468461000107
6699029000190
6699029000190
12546008000137
35128552000164
35128552000164
116349000193
116349000193
9494823000195
9494823000195
116349000193
4387295000151
7717796000147
4533837000157
542671000184
2252675000153
6039248000142
9586108000182
2252675000153
7717796000147
2252675000153
