txt_nome_construtora_entidade
ETENGE-EMPRESA DE ENGENHARIA EM ELETRICIDADE E COMERCIO LTDA
CZS ENGENHARIA LTDA
CZS ENGENHARIA LTDA
ADINN CONSTRUCAO E PAVIMENTACAO LTDA
ETENGE-EMPRESA DE ENGENHARIA EM ELETRICIDADE E COMERCIO LTDA
CCE CONSTRUCAO COMERCIO E EMPREENDIMENTOS LTDA-EPP
ABACO ENGENHARIA CONSTRUCOES E COMERCIO LTDA
SILTY CONSTRUCAO E COMERCIO LTDA
ETENGE-EMPRESA DE ENGENHARIA EM ELETRICIDADE E COMERCIO LTDA
ABACO ENGENHARIA CONSTRUCOES E COMERCIO LTDA
ABACO ENGENHARIA CONSTRUCOES E COMERCIO LTDA
SILTY CONSTRUCAO E COMERCIO LTDA
DIRECIONAL ENGENHARIA S.A.
DIRECIONAL ENGENHARIA S.A.
R.D.ENGENHARIA E COMERCIO LTDA.
R.D.ENGENHARIA E COMERCIO LTDA.
MAV CONSTRUTORA LTDA
ENGEL ENGENHARIA ELETRICA E DE SISTEMAS LTDA
ADINN CONSTRUCAO E PAVIMENTACAO LTDA
CIC CONSTRUCOES & COMERCIO LTDA
MAV CONSTRUTORA LTDA
MAV CONSTRUTORA LTDA
ETENGE-EMPRESA DE ENGENHARIA EM ELETRICIDADE E COMERCIO LTDA
MAV CONSTRUTORA LTDA
M&V CONSTRUCAO INCORPORADORA LTDA
R.D.ENGENHARIA E COMERCIO LTDA.
R.D.ENGENHARIA E COMERCIO LTDA.
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
METRO QUADRADO ENGENHARIA LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
STAFF CONSTRUCOES LTDA
""
"NV INDUSTRIA, COMERCIO E CONSTRUCAO LTDA"
STAFF CONSTRUCOES LTDA
"SERVMIX TECNOLOGIA, ENGENHARIA E MEIO AMBIENTE LTDA - ME"
ENGEFIX CONSTRUCOES
ENGEFIX CONSTRUCOES
DIMENSAO-CONST. E INCORP. LTDA
BUILDING SERVIOS DE ENGENHARIA LTDA
VIVER OUTEIRO SPE LTDA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
MAPE ENG E COM LTDA
SPE PARICAS CONSTRUCAO CIVIL LTDA
VIVER PRATINHA EMPREENDIMENTO IMOBILIARIO SPE LTDA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
MD CONSTRUTORA LTDA
SINTESE MORADIA E CONSTRUCOES LTDA
"SERVMIX TECNOLOGIA, ENGENHARIA E MEIO AMBIENTE LTDA - ME"
"SERVMIX TECNOLOGIA, ENGENHARIA E MEIO AMBIENTE LTDA - ME"
COCINCO CONSTRUCAO CIVIL E INCORPORACOES LTDA
RESECOM CONSTRUTORA LTDA
RESECOM CONSTRUTORA LTDA
CONSTRUTORA ENCASA LTDA E TECN. LTDA
RESECOM CONSTRUTORA LTDA
CIRIO CONSTRUTORA E SERVICOS LTDA
POLIENGE ENGENHARIA E IND LTDA - EPP
KZL CONSTRUCOES LTDA ME
K S GUANAIS CONSTRUCAO LTDA
ATAN ENGENHARIA LTDA
MD CONSTRUTORA LTDA
SINTESE MORADIA E CONSTRUCOES LTDA
M&V CONSTRUCAO INCORPORADORA LTDA
ATAN ENGENHARIA LTDA
SINTESE MORADIA E CONSTRUCOES LTDA
ATAN ENGENHARIA LTDA
EMPRESA NACIONAL DE CONSTRUCOES LTDA
CONSTRUTORA EFECE LTDA
ACROPOLE CONSTRUCOES CIVIS E ARQUITETURA LTDA
ATAN ENGENHARIA LTDA
ATAN ENGENHARIA LTDA
LAJE CONSTRUCOES LTDA
ACROPOLE CONSTRUCOES CIVIS E ARQUITETURA LTDA
BUENO & OLIVEIRA LTDA
MAPE ENG E COM LTDA
ATAN ENGENHARIA LTDA
ATAN ENGENHARIA LTDA
TREVISO ENGENHARIA LTDA
MGF ENGENHARIA E INCORPORAÑES LTDACONSTRUCOES
MGF ENGENHARIA E INCORPORAÑES LTDACONSTRUCOES
BETUNORTE ENGENHARIA LTDA
CARMONA CABRERA - ENGENHARIA E CONSULTORIA LTDA
ENGEFIX CONSTRUCOES
BUILDING SERVIOS DE ENGENHARIA LTDA
LAJE CONSTRUCOES LTDA
ATAN ENGENHARIA LTDA
COCINCO CONSTRUCAO CIVIL E INCORPORACOES LTDA
QUADRA ENGENHARIA LTDA
ENGEFIX CONSTRUCOES
EMPRESA DE ENGENHARIA E HOTEIS GUAJARA LTDA
CIRIO CONSTRUTORA E SERVICOS LTDA
DECOL DECORACOES ENGENHARIA E COMERCIO LTDA
META EMPREENDIMENTOS IMOBILIARIOS LTDA
EMPRESA NACIONAL DE CONSTRUCOES LTDA
MAPE ENG E COM LTDA
LAJE CONSTRUCOES LTDA
ENGEFIX CONSTRUCOES
ATAN ENGENHARIA LTDA
META EMPREENDIMENTOS IMOBILIARIOS LTDA
EMPRESA NACIONAL DE CONSTRUCOES LTDA
RESECOM CONSTRUTORA LTDA
MGF ENGENHARIA E INCORPORAÑES LTDACONSTRUCOES
SINTESE ENGENHARIA LTDA
HF ENGENHARIA E EMPREENDIMENTOS LTDA
HF ENGENHARIA E EMPREENDIMENTOS LTDA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
""
ENGEFIX CONSTRUCOES
"SERVMIX TECNOLOGIA, ENGENHARIA E MEIO AMBIENTE LTDA - ME"
CIRIO CONSTRUTORA E SERVICOS LTDA
MULTIPLA COM DE MATERIAIS CONSTRUCAO E SERVICOS DE ENG LTDA
BETUNORTE ENGENHARIA LTDA
CONSTRUTORA ENCASA LTDA E TECN. LTDA
CONSTRUTORA ENCASA LTDA E TECN. LTDA
W ROCHA ENGENHARIA LTDA
RESECOM CONSTRUTORA LTDA
HF ENGENHARIA E EMPREENDIMENTOS LTDA
CCM CONSTRUTORA CENTRO MINAS LTDA
CCM CONSTRUTORA CENTRO MINAS LTDA
CCM CONSTRUTORA CENTRO MINAS LTDA
HF ENGENHARIA E EMPREENDIMENTOS LTDA
""
HF ENGENHARIA E EMPREENDIMENTOS LTDA
HF ENGENHARIA E EMPREENDIMENTOS LTDA
POLIENGE ENGENHARIA E IND LTDA - EPP
CIRIO CONSTRUTORA E SERVICOS LTDA
MMARRATE CONSTRUCAO E LOCACAO LTDA ME
RESECOM CONSTRUTORA LTDA
POLIENGE ENGENHARIA E IND LTDA - EPP
POLIENGE ENGENHARIA E IND LTDA - EPP
DELPUPO & MORO CONSTRUTORA E INCORPORADORA LTDA
DELPUPO & MORO CONSTRUTORA E INCORPORADORA LTDA
ATAN ENGENHARIA LTDA
POLIENGE ENGENHARIA E IND LTDA - EPP
ATAN ENGENHARIA LTDA
MAPE ENG E COM LTDA
BUENO & OLIVEIRA LTDA
CONSTRUTORA ENCASA LTDA E TECN. LTDA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
HF ENGENHARIA E EMPREENDIMENTOS LTDA
BETUNORTE ENGENHARIA LTDA
BETUNORTE ENGENHARIA LTDA
CONSTRUTORA DAVILA REIS LTDA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
MUNICIPIO DE VIGIA - PA
SOCIEDADE TECNICA DE ARQUITETURA E ENGENHARIA LTDA - ME
QUADRA ENGENHARIA LTDA
TN TELECOMUNICACOES DO NORTE E CONSTRUCOES LTDA
R.D.ENGENHARIA E COMERCIO LTDA.
CONSTRUTORA ARPA E SERVIOS LTDA
STAFF CONSTRUCOES LTDA
ELDILEY BINDA BRAULIO
CONSTRUTORA DAVILA REIS LTDA
CANOPUS CONSTRUCOES LTDA
LN INCORPORACOES IMOBILIARIA LTDA
GDR CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CONSTRUTORA TERRA SANTA LTDA
AMEC CONSTRUTORA LTDA.
AMEC CONSTRUTORA LTDA.
AMEC CONSTRUTORA LTDA.
AMEC CONSTRUTORA LTDA.
AMEC CONSTRUTORA LTDA.
P.N.SERVICOS GERAIS LTDA
TALISMA CONSTRUTORA E INCORPORADORA LTDA.
DIMENSAO-CONST. E INCORP. LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
ANGULO ENGENHARIA LTDA.
CANOPUS CONSTRUCOES LTDA
ANGULO ENGENHARIA LTDA.
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
LN INCORPORACOES IMOBILIARIA LTDA
LN INCORPORACOES IMOBILIARIA LTDA
DIFUSORA INCORPORACAO E CONSTRUCAO LTDA
PLANEJ COM E CONSTRUCOES LTDA
LN INCORPORACOES IMOBILIARIA LTDA
P.N.SERVICOS GERAIS LTDA
GDR CONSTRUCOES LTDA
LN CONSTRUCOES LTDA.
TREVISO ENGENHARIA LTDA
TREVISO ENGENHARIA LTDA
META PARTIPACOES
LN INCORPORACOES IMOBILIARIA LTDA
FRANERE - COMERCIO CONSTRUCOES E IMOBILIARIA LTDA
ANGRA CONSTRUCOES IMOBILIARIA LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
VITRAL CONSTRUCOES E INCORPORACOES N.S. DE FATIMA LTDA
LN INCORPORACOES IMOBILIARIA LTDA
META PARTIPACOES
FRANERE - COMERCIO CONSTRUCOES E IMOBILIARIA LTDA
CROMO CONSTRUTORA E INCORPORADORA LTDA
R2FC ENGENHARIA E ARQUITETURA LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
TECHMASTER ENGENHARIA LTDA
LASTRO ENGENHARIA INDUSTRIA E COMERCIO LTDA
CB ENGENHARIA LTDA
IPE CONSTRUTORA E INCORPORADORA LTDA.
CB ENGENHARIA LTDA
MOURA ENGENHARIA CONSTRUTORA E INCORPORADORA LTDA
CB ENGENHARIA LTDA
TECHMASTER ENGENHARIA LTDA
EL BERITE CONSTRUCOES E EMPREENDIMENTOS LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
""
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
"MELO CONSULTORIA, CONSTRUCAO E COMERCIO LTDA-ME"
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
ISR CONSTRUCOES LTDA
OBRADEQ CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
JEOVA BARBOSA ENGENHARIA LTDA
JEOVA BARBOSA ENGENHARIA LTDA
JEOVA BARBOSA ENGENHARIA LTDA
JEOVA BARBOSA ENGENHARIA LTDA
IPE CONSTRUTORA E INCORPORADORA LTDA.
ISR CONSTRUCOES LTDA
NBR - EMPREENDIMENTOS LTDA
NBR - EMPREENDIMENTOS LTDA
""
ISR CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CONSTRUTORA CAGEO LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
ANGULO ENGENHARIA LTDA.
ANGULO ENGENHARIA LTDA.
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
C.B.M. CONSTRUCOES E COMERCIO LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
SAGA ENGENHARIA LTDA
SAGA ENGENHARIA LTDA
SAGA ENGENHARIA LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
LN INCORPORACOES IMOBILIARIA LTDA
TECHMASTER ENGENHARIA LTDA
LASTRO ENGENHARIA INDUSTRIA E COMERCIO LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
AMORIM COUTINHO ENGENHARIA E CONSTRUCOES LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
NIAGARA EMPREENDIMENTOS LTDA
NIAGARA EMPREENDIMENTOS LTDA
NIAGARA EMPREENDIMENTOS LTDA
NIAGARA EMPREENDIMENTOS LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
CONSTRUTORA ESCUDO INDUSTRIA E COMERCIO LTDA
LN INCORPORACOES IMOBILIARIA LTDA
LN INCORPORACOES IMOBILIARIA LTDA
FRANERE - COMERCIO CONSTRUCOES E IMOBILIARIA LTDA
FRANERE - COMERCIO CONSTRUCOES E IMOBILIARIA LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
META PARTIPACOES
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
ANGRA CONSTRUCOES IMOBILIARIA LTDA
VITRAL CONSTRUCOES E INCORPORACOES N.S. DE FATIMA LTDA
VITRAL CONSTRUCOES E INCORPORACOES N.S. DE FATIMA LTDA
P.N.SERVICOS GERAIS LTDA
P.N.SERVICOS GERAIS LTDA
TECHMASTER ENGENHARIA LTDA
TECHMASTER ENGENHARIA LTDA
TECHMASTER ENGENHARIA LTDA
LASTRO ENGENHARIA INDUSTRIA E COMERCIO LTDA
LASTRO ENGENHARIA INDUSTRIA E COMERCIO LTDA
LASTRO ENGENHARIA INDUSTRIA E COMERCIO LTDA
"MELO CONSULTORIA, CONSTRUCAO E COMERCIO LTDA-ME"
DIMENSAO-CONST. E INCORP. LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
LN INCORPORACOES IMOBILIARIA LTDA
TECHMASTER ENGENHARIA LTDA
VITRAL CONSTRUCOES E INCORPORACOES N.S. DE FATIMA LTDA
CONSTRUTORA PRIMOR LTDA
VILUMA ENGENHARIA CONSTRUÑES LTDA
LN INCORPORACOES IMOBILIARIA LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
OBRADEQ CONSTRUCOES LTDA
HS CONSTRUTORA LTDA - EPP
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
OBRADEQ CONSTRUCOES LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CANOPUS CONSTRUCOES LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
DIMENSAO-CONST. E INCORP. LTDA
""
P. L. SOARES & CIA LTDA
CANOPUS CONSTRUCOES LTDA
CANOPUS CONSTRUCOES LTDA
ANGULO ENGENHARIA LTDA.
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
DIFUSORA INCORPORACAO E CONSTRUCAO LTDA
DIFUSORA INCORPORACAO E CONSTRUCAO LTDA
PLANEJ COM E CONSTRUCOES LTDA
PLANEJ COM E CONSTRUCOES LTDA
DIFUSORA INCORPORACAO E CONSTRUCAO LTDA
CB ENGENHARIA LTDA
CONTE - ENGENHARIA E COMERCIO LTDA.
BETACON CONSTRUCOES LTDA
TREVISO ENGENHARIA LTDA
IMOBILIÝRIA GARANTIA LIMITADA
NPJ CONSTRUCOES LTDA
STAFF DE CONSTRUCOES E DRAGAGENS LTDA.
IMOBILIÝRIA GARANTIA LIMITADA
CONTE - ENGENHARIA E COMERCIO LTDA.
IMOBILIÝRIA GARANTIA LIMITADA
NPJ CONSTRUCOES LTDA
BETACON CONSTRUCOES LTDA
BETACON CONSTRUCOES LTDA
CONSTRUTORA ANDRADE JUNIOR E COMERCIO LTDA
MC ENGENHARIA E COMERCIO LTDA
CONSTRUTORA ESTRELA DA MANHA LTDA
SKORA ENGENHARIA & COMERCIO LTDA
NPJ CONSTRUCOES LTDA
TREVISO ENGENHARIA LTDA
BETACON CONSTRUCOES LTDA
NPJ CONSTRUCOES LTDA
RG-CONSTRUCOES E SERVICOS LTDA
NPJ CONSTRUCOES LTDA
BETACON CONSTRUCOES LTDA
CONSTRUTORA MAFRENSE LTDA
IMOBILIÝRIA GARANTIA LIMITADA
RG-CONSTRUCOES E SERVICOS LTDA
MTV - EDIFICACOES LTDA
NPJ CONSTRUCOES LTDA
RG-CONSTRUCOES E SERVICOS LTDA
NPJ CONSTRUCOES LTDA
ISR CONSTRUCOES LTDA
CONSTRUTORA ANDRADE JUNIOR E COMERCIO LTDA
""
CONSTRUTORA GAVILLA LTDA
CONSTRUTORA GAVILLA LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA HABPLAN LTDA
CONSTRUIR ENGENHARIA LTDA
CONSTRUTORA ESTRELA DA MANHA LTDA
CONSTRUIR ENGENHARIA LTDA
NPJ CONSTRUCOES LTDA
CONSTRUTORA ANDRADE JUNIOR E COMERCIO LTDA
J.S. ENGENHARIA LTDA
VIVENDA CONSTRUCOES LIMITADA
VIVENDA CONSTRUCOES LIMITADA
CONSTRUTORA ESTRELA DA MANHA LTDA
CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS UNIAO LTDA
CONSTRUTORA ANDRADE JUNIOR E COMERCIO LTDA
NPJ CONSTRUCOES LTDA
BETACON CONSTRUCOES LTDA
J C ENGENHARIA LTDA - ME
J C ENGENHARIA LTDA - ME
RG-CONSTRUCOES E SERVICOS LTDA
CONSTRUTORA ESTRELA DA MANHA LTDA
NPJ CONSTRUCOES LTDA
VIVENDA CONSTRUCOES LIMITADA
CONSTRUTORA ESTRELA DA MANHA LTDA
BETACON CONSTRUCOES LTDA
CONSTRUTORA IMOBILIARIA TERRA LTDA
VIVENDA CONSTRUCOES LIMITADA
CONSTRUTORA ESTRELA DA MANHA LTDA
""
BETACON CONSTRUCOES LTDA
CONSTRUTORA SOMA LTDA
GARRA CONSTRUCOES E CONSULTORIA LTDA
BETACON CONSTRUCOES LTDA
RG-CONSTRUCOES E SERVICOS LTDA
RG-CONSTRUCOES E SERVICOS LTDA
RG-CONSTRUCOES E SERVICOS LTDA
RG-CONSTRUCOES E SERVICOS LTDA
RG-CONSTRUCOES E SERVICOS LTDA
RG-CONSTRUCOES E SERVICOS LTDA
MTV - EDIFICACOES LTDA
CONSTRUTORA GAVILLA LTDA
CONSTRUTORA GAVILLA LTDA
GEOBRAS EMPREENDIMENTOS LTDA
CONSTR MONTENEGRO LTDA
ENGEPLAN ENGENHARIA LTDA
ECB ENG COMERCIO BEZERRA LTDA                -
FUJITA ENGENHARIA LTDA
KPR - RODAN INCORPORACOES LTDA
KPR - RODAN INCORPORACOES LTDA
SERTENGE SERVICOS TECNICOS ENG ESPECIALIZADA SA
MURICI EMPREENDIMENTOS IMOBILIARIOS LTDA
ENGEPLAN ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
CONSTRUTORA SUMARE LTDA
CONSTRUTORA SUMARE LTDA
CRD ENGENHARIA LTDA
ECB ENG COMERCIO BEZERRA LTDA                -
CRD ENGENHARIA LTDA
CURY CONSTRUTORA E INCORPORADORA S/A
CR DUARTE ENGENHARIA S/A
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
ENGEPLAN ENGENHARIA LTDA
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
RODAN ENGENHARIA S/A
ENGEPLAN ENGENHARIA LTDA
CONSTRUTORA SUMARE LTDA
MONTEIRO LOBATO  CONSTRUTORA - SPE LTDA
CONSTRUTORA SUMARE LTDA
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
ECB ENG COMERCIO BEZERRA LTDA                -
ISR CONSTRUCOES LTDA
FUJITA ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
CORRETA ENGENHARIA LTDA SERVICOS LTDA
IMOBILIARIA ABELARDO ROCHA LTDA
CONSTANTINI CONSTRUCOES LTDA
CORRETA ENGENHARIA LTDA SERVICOS LTDA
POLY CONSTRUCOES E SERVICOS LTDA ME
RESECOM CONSTRUTORA LTDA
ISR CONSTRUCOES LTDA
CORRETA ENGENHARIA LTDA SERVICOS LTDA
GELP EMPREENDIMENTOS IMOBILIRIOS LTDA
VRC MEU LAR EMPREENDIMENTOS IMOBILIARIOS LTDA
AZEVEDO CASTRO ENGENHARIA LTDA
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
""
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
MERCURIUS ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
MERCURIUS ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
MERCURIUS ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
MERCURIUS ENGENHARIA LTDA
ENGEPLAN ENGENHARIA LTDA
EPOCA ENGENHARIA IMPORTACAO E COM LTDA
GUTTA EMPREENDIMENTOS IMOBILIARIOS GUTTENBERG LTDA
CONSTR MONTENEGRO LTDA
CONSTR MONTENEGRO LTDA
CONSTR MONTENEGRO LTDA
""
CONSTR MONTENEGRO LTDA
IMOBILIARIA ABELARDO ROCHA LTDA
VRC MEU LAR EMPREENDIMENTOS IMOBILIARIOS LTDA
VRC MEU LAR EMPREENDIMENTOS IMOBILIARIOS LTDA
ISR CONSTRUCOES LTDA
ISR CONSTRUCOES LTDA
CONSTRUTORA TERRA LTDA
CONSTANTINI CONSTRUCOES LTDA
EMPRECON EMPREENDIMENTOS DE ENGENHARIA E CONSTRUCAO LTA - EP
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
ELITE ENGENHARIA LTDA - EPP
ELITE ENGENHARIA LTDA - EPP
ELITE ENGENHARIA LTDA - EPP
""
RESECOM CONSTRUTORA LTDA
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
MOREFACIL CONSTRUTORA E INCORPORADORA LTDA
ELITE ENGENHARIA LTDA - EPP
