txt_sigla_uf
CE
PE
RO
RO
RO
RO
RO
RO
RO
RO
RO
RO
RO
RO
MA
RO
RO
RO
MA
RO
RO
RO
RO
RO
RO
RO
RO
RO
RO
AM
RO
RO
RR
RR
RR
RR
RR
RO
RR
RO
RR
RR
RR
RR
RR
RR
RR
AP
AP
AP
AP
AP
AP
AP
AP
AP
AP
AM
AC
PI
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AC
AM
AM
AM
AM
AC
AC
AC
AC
AC
AC
AC
AC
TO
AM
AM
AM
AM
AM
AM
AM
AM
AM
AM
AM
AM
AM
AM
PA
AM
AM
PA
PA
PA
MA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
TO
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
MA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
MS
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
AP
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
PA
AM
ES
AM
AM
PA
MA
MA
MA
MA
PA
PA
PA
PA
PA
PA
MA
TO
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
CE
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
PE
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
PE
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
MA
PI
PI
MA
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
MA
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
CE
PI
BA
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PA
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
PI
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
SP
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
TO
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
RN
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
BA
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
CE
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
RN
PB
RN
RN
RN
RN
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
CE
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
PB
RO
RO
PE
PE
PE
MA
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
RS
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
MS
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
SP
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
PE
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
AL
PB
AL
AL
AL
AL
AL
AL
AL
