cod_ibge
230440
260960
110020
110020
110020
110020
110020
110020
110020
110020
110020
110020
110020
110020
211130
110020
110020
110002
210120
110002
110012
110012
110012
110012
110004
110004
110004
110018
110030
130290
110030
110030
140010
140010
140010
140010
140010
110030
140010
110030
140010
140010
140010
140010
140010
140010
140010
160030
160030
160030
160030
160030
160030
160030
160030
160030
160030
130185
120040
220865
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
120040
130260
130260
130260
130260
120040
120040
120040
120040
120040
120040
120040
120040
171610
130260
130260
130320
130030
130110
130120
130170
130190
130190
130190
130190
130200
130250
130250
150090
130340
130400
150140
150140
150140
210120
150140
150140
150140
150140
150140
150140
150140
150140
150010
150140
150140
150020
150040
150040
150060
150060
150010
150010
150010
150010
150080
150080
150080
171610
150080
150080
150080
150080
150080
150080
150080
150080
150080
150080
150080
150080
150080
150080
211130
150130
150130
150130
150080
150150
150080
150080
150080
150130
150150
150150
150170
150170
150240
150240
150180
150240
150240
150240
150240
150240
150180
150210
150210
150220
150230
150230
150330
500568
150240
150240
150240
150330
150330
150360
150360
150360
150360
150370
150380
150380
150420
150420
160021
150420
150420
150470
150470
150480
150530
150550
150550
150550
150550
150650
150650
150650
150650
150670
150680
150680
150680
150730
150760
150760
150800
150810
150820
150820
150830
150830
130353
320150
130356
130406
150613
211130
211130
211130
211130
150613
150613
150840
150840
150840
150840
211130
172100
210120
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
211130
210140
210120
210120
210120
210120
210120
210140
210140
210140
210140
210140
210160
210160
210160
210160
231355
210170
210170
210290
210300
210300
210300
210300
210300
210300
210300
210300
210300
210320
210320
210320
210320
210330
210330
210330
210330
210360
210360
210360
210360
210480
210480
210480
210530
260030
210530
210530
210530
210530
210530
210530
210530
210530
210530
210530
210530
210530
210530
210530
210540
210540
210540
210750
210750
210750
210750
210750
210750
210750
210750
210750
210750
210750
210750
210860
210860
210860
210900
210900
210900
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
211120
210960
210960
210990
210990
210990
210990
210990
211000
211000
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211220
211250
211270
211270
211280
260630
210005
210005
210005
210005
210005
210005
210005
210005
210005
210005
210405
210405
221100
221100
211130
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
211130
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
221100
230440
220220
292660
220260
220260
220330
220370
220390
220390
220390
221100
220120
220190
220200
220200
220390
220390
220550
220570
220580
220700
220700
220342
220770
220770
220770
220770
220770
220770
220770
220770
150276
220770
220800
220800
220830
220840
220840
220840
220840
220840
220840
220850
220850
220850
221110
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
355220
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230440
230020
230100
230100
230190
230260
230260
230280
230280
230350
230350
230370
230370
230370
230370
171488
230370
230370
230370
230370
230370
230370
230370
230370
230370
230370
230370
230370
230370
230370
240485
230370
230370
230370
230370
230410
230410
230410
230420
230420
230420
230420
230550
230550
230550
290140
230640
230730
230730
230730
230730
230730
230730
230730
230730
230730
230730
230730
230730
230750
230750
230770
230770
230770
230770
230770
230960
230960
230960
230960
230960
230960
231180
231180
231290
231290
231340
230765
230765
230765
230765
230765
230765
230765
230765
230765
240810
240810
240810
240810
240810
240810
240810
240810
240810
240810
240810
240810
240810
240020
240260
240260
240260
240260
240360
240360
240360
240360
240710
240710
240710
240780
240780
240800
240800
240800
240800
240800
240800
240800
240800
240800
240820
240820
240820
240325
240325
240325
240325
240325
240325
240325
240325
240325
240325
240325
240325
240325
241200
241200
241200
241200
241200
250750
241200
241200
241200
241220
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
250750
231170
250750
250750
250750
250370
250370
250400
250400
250400
250400
250400
250400
250630
250890
250630
250890
251080
251080
251080
251080
251150
251620
251620
251620
110028
110028
261160
261160
261160
211130
261160
260030
260040
260040
260040
260040
260040
260040
260110
260110
260130
260140
260140
260140
431490
260140
260140
260140
260140
260140
260140
260140
260150
260150
260170
260190
260190
260290
260280
500430
260290
260290
260290
260290
260290
260410
260590
260410
260410
260410
260410
260420
260420
260420
260470
260480
260600
260600
260600
260640
260640
260680
260680
260680
260680
260680
260790
260680
260790
260790
260790
260790
260790
260790
260790
260820
260840
260840
260840
260840
260890
260890
260940
260960
260960
260960
260960
260960
260960
260990
260990
261000
261000
261000
261060
261000
355220
261060
261070
261070
261090
261090
261100
261100
261100
261100
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261110
261180
261140
261180
261220
261220
261250
261250
261300
261370
261370
261370
261370
261370
261390
261390
261390
261390
261420
261450
261450
261530
261560
261640
261640
261640
261640
261640
260005
260005
260005
260005
260005
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
270430
250520
270430
270030
270030
270030
270030
270030
270030
270040
270040
270050
270050
270060
270170
270230
210300
270110
270130
270130
270140
270140
270140
270230
270300
270300
270350
270380
270390
270400
270400
150640
270400
270470
270470
270550
270550
270550
270630
270630
270660
270670
270670
270670
270690
270690
110175
270690
270690
270690
270690
270690
270760
270760
270770
270770
270770
270770
270770
270770
270770
220780
270770
270770
270770
270770
270770
270770
270770
270790
270790
270810
270830
270830
270850
270860
270860
270890
270930
270930
270930
270930
270930
270940
280030
280030
280030
280030
280060
280210
355250
280210
280210
280230
280290
280290
280290
280290
280290
280290
280350
280350
280350
280480
280480
280670
280740
280740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
171845
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
292740
270070
292740
292740
292740
292740
292740
292740
290070
290070
290070
290070
290070
290070
290070
290100
412665
290210
290210
290210
290270
290270
290290
290290
290320
290320
290320
290320
290320
290320
290320
290320
290390
290390
290390
290390
290460
290460
290460
290460
290460
290520
290570
290570
290570
290570
290570
