txt_endereco
"RUA BORGES DE MELO, S/N_"
ANTIGA ESTRADA DE AGUAZINHA SN
"AV AMAZONAS, N� 9680 - BAIRRO SOCIALISTA"
"RUA OSWALDO RIBEIRO, S/N - SOCIALISTA"
AV AMAZONAS - LOTE 738
"RUA MANE GARRICHA, LOTE 393"
"RUA DE ACESSO,(ATUAL JOSE FAID), S/N BAIRRO JD SANTANA"
"RUA IVAN CURI, S/N - BAIRRO SOCIALISTA"
"RUA RAIMUNDO CANTUARIA, S/N - BAIRRO SOCIALISTA"
"RUA DE ACESSO,(ATUAL JOSE FAID) BAIRRO JARDIM SANTANA"
"RUA DE ACESSO,(ATUAL JOSE JAID), S/N BAIRRO JD SANTANA"
"RUA HUMAITA, S/N - BAIRRO SOCIALISTA"
"RUA HUMAITA, S/N - BAIRRO SOCIALISTA"
"RUA ALEXANDRE GUIMARAES, S/N - BAIRRO JARDIM SANTANA"
""
"RUA HUMAITA, S/N - BAIRRO SOCIALISTA"
"RUA HUMAITA, S/N - BAIRRO SOCIALISTA"
AVENIDA HUGO FREY - SETOR 1
ESTRADA BELA VISTA
GLEBA 19 / LOTE 1 E 3
"LOTE 115, SECCAO C, AV. EDSON LIMA DO NASCIMENTO"
"AV EDSON LIMA DO NASCIMENTO, 6380- RESIDENCIAL CAPELASSO"
"ESTRADA KM 05, BAIRRO PRESIDENCIAL III"
"ESTRADA KM 05, BAIRRO PRESIDENCIAL III"
LOTE 86 - GLEBA 7 - SETOR JI-PARANA
JARDIM ITALIA II - CACOAL
"LINHA 08, LOTE 83-B5 LOTEAMENTO RES. PAINEIRAS S/N"
BELA VISTA
"RUA 5004 - LOTEAMENTO SETOR 80 - QD 05, 06, 07, 08 E 09"
ESTRADA DOS MORAES S/N
"COHAB SETOR 73 - QUADRAS 08,09, 11, 12, 13, 14 E 15"
RUA 85 01 - SETOR 85
LOTEAMENTO TANBAU B. EQUATORIAL
LOTEAMENTO TAMBAU B. EQUATORIAL
QUADRAS 74
QUADRAS 75
QUADRAS 80
"SETOR 12, GLEBA CORUMBIARA"
NOVA CIDADE
"LINHA 135 C/KAPA 152, LOTEAMENTO SETOR 116 - RESID UNIAO"
MUNICIPIO DE BOA VISTA
LOTEAMENTO PARQUE VIARIO IV - BAIRRO AIRTON ROCHA - BOA VIST
LOTEAMENTO PARQUE VIARIO - BAIRRO AIRTON DIAS
QUADRA 545 E 546 LOTEAMENTO PEROLA DO RIO BRANCO
LOTEAMENTO PARQUE VIARIO S/N BAIRRO NOVA CIDADE
LOTEAMENTO PARQUE VIARIO
LOTEAMENTO PARQUE VIARIO
BR 156 AO LADO DO INSTITUTO FEDERAL
MACAPA
"AV. AQUARIQUARA, S/N - ROD.AP 070, KM 3"
RUA 19 DE JULHO N 629
"RODOVIA NORTE-SUL, KM 4, S/N"
"RODOVIA NORTE/SUL, KM 4, S/N"
"RODOVIA NORTE-SUL, KM 4, S/N"
RODOVIA NORTE-SUL KM 4__S/N
RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK DISTRITO FAZENDINHA
RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK DISTRITO F
ESTRADA AM 070 KM 07 RAMAL DAS CACACIAS KM01
BR 364 KM 05
""
BR 364 - KM 05
BR 364 - KM 05
BR 364 KM 5 SENTIDO PORTO VELHO
