cod_operacao
""
29354555
42817125
37721992
44483024
43206515
1506838
41951474
38097845
40853153
29884711
40158882
40648114
43915446
48616011
34717540
48620981
34213656
42314589
41987437
63281533
63040531
47736040
41531707
39650785
43448864
1445378
43197948
43219816
44434099
44268638
42074360
40362572
38120730
42626406
63218289
41228222
48630339
37707674
48617369
40925314
42123860
44473676
63976146
40901304
29366510
40939964
41433260
44015683
41747784
40914606
63531112
48643631
39323299
1459990
28978478
42073012
29521286
44293654
1407041
31955118
63966798
44315533
42075629
39660133
42159824
37706325
51211299
42784549
40230701
41722425
35537314
45810871
1204390
36179751
42146522
562702
1216370
44245987
32005071
1506867
32116807
41218874
32020646
48644989
36814399
42855455
547132
46691624
38997496
39132571
29920919
42088920
31956466
63090814
39157838
41193041
39408754
36706530
41530450
42313230
35969035
44471071
30091380
50919317
36154493
33152315
42037390
1279912
42352817
46678654
62914011
49437120
36839657
41615914
36624927
42375571
29629491
40687792
41807981
30005385
25409153
63233855
51127437
29355813
44353851
48786119
40205787
39106207
63206234
37779350
1278687
41590079
29485088
38385742
36935588
39839137
38516740
37021162
35608218
41771452
39457780
38359468
43904738
44303578
49790989
40805486
42002684
32572207
43195343
51862633
44568592
36252928
43400856
38346166
34247014
887938
44675014
63543167
37456746
43326339
35887549
40204426
29379811
47148281
38865627
51094852
49091405
63498867
63134072
41721179
44735210
39854704
44638032
39288350
52693090
35536068
49139875
49078434
63532460
36564721
40816183
44183174
48943583
38755147
43389914
42280667
1292934
41361019
42064910
1434601
39697444
63076597
34153459
38756495
49391242
39398839
41927705
48703838
38047563
34307211
30681744
63497519
34236317
39794611
38443227
38117118
39841401
63245810
32896055
38504785
37754093
62725909
30269037
37840469
39829789
34984814
63089898
40854409
41757133
42012032
39107556
39479183
63185614
31849941
30693799
42204008
45423293
48739893
32416644
40302848
41842355
30247747
62832525
37069171
30488749
42003930
42182244
37612760
42507825
29030604
44159405
1072048
44579184
41146736
3281871
42218660
35875596
31042149
39768234
63364481
48980565
34296040
40998348
38406259
41624004
45725659
31751073
41591325
38493615
48824900
41816083
48713288
42435663
38384379
39336502
1337474
38241916
40517580
41640939
38265927
29691498
36033215
37624713
41183706
33500420
36985757
48751517
48930281
49583220
37589989
1640941
39732384
32164575
41061169
1300278
43302433
41087774
37575339
36478249
34095973
1096016
45903178
41770091
63173659
48725243
40757347
38445834
42531607
49296786
41144129
29702660
40760960
37588631
32067294
41853053
42613194
43821881
1640964
38155333
48715895
43326443
43242122
32414037
36214586
41301387
47126992
38048923
30512880
40457485
42652771
48786223
48979547
38168635
41881931
43052867
43518421
40264150
63473509
33921339
33981177
34142752
29953010
40772913
42195559
35704023
41639912
29928095
41504062
38661582
40986395
38129059
41675647
63196310
48497068
52693103
48799525
32897415
40734685
34201715
63724540
38194907
35767610
39194794
34716293
38972242
42243685
49272776
34262682
40937369
41145489
39539287
37960285
20467126
42457067
41636061
39071026
41891381
32200669
39193445
44291059
44461735
48978290
62735244
40710687
44883903
63411272
48812957
1471597
33911981
37610165
63506201
36838412
39589561
41579602
44399150
35839757
52188203
41231844
39707369
41195763
36177156
31920400
30113143
38214385
36420996
1504263
42229366
34416443
41648014
41531694
39625873
41581977
49415831
32081512
63809991
41976731
1445282
63594798
43903377
32213960
42854196
49584579
40239133
39591834
42145275
63748551
62759243
44870602
48666281
1132118
33044544
29475742
41651637
32811179
63677543
814913
39577516
37574071
42567663
39565563
562799
41542390
39962680
37276610
39891672
40735943
42087560
42157229
37756713
44459461
45292193
42205368
29629505
1119185
32850756
34021680
39649871
32138200
35345222
30092637
29463787
38707574
36287521
41612051
41877063
49655599
