qtd_uh_vigentes
232
112
1456
114
115
116
238
117
118
239
1218
10
11
12
13
14
15
16
17
18
19
1350
480
240
120
0
121
1
122
2
486
3
124
4
125
1344
126
5
6
248
7
128
800
8
9
20
21
22
23
24
25
26
27
28
29
1000
490
250
130
252
132
496
375
376
134
256
136
257
930
139
30
31
32
33
34
35
36
37
38
39
260
140
262
263
264
143
144
266
146
148
149
701
40
41
42
43
44
45
46
47
48
49
150
272
152
276
155
50
51
52
53
55
56
57
59
1152
280
160
284
164
286
288
168
840
600
60
61
63
64
609
65
66
68
292
172
295
176
297
177
179
2002
70
71
72
74
75
76
180
181
184
186
188
500
80
504
82
83
84
85
86
88
89
192
198
199
992
90
878
93
94
518
95
96
97
98
99
640
762
520
1500
400
768
648
890
412
660
540
420
300
304
308
431
312
435
315
558
440
320
200
201
202
566
324
688
204
207
208
209
450
692
451
572
210
212
214
336
458
216
219
340
220
100
464
222
101
465
224
1444
225
104
226
1200
228
900
108
902
