qtd_uh_entregues
"91,0"
"481,0"
"677,0"
"274,0"
"982,0"
"428,0"
"251,0"
"405,0"
"297,0"
"1224,0"
"360,0"
"176,0"
"199,0"
"130,0"
"153,0"
"556,0"
"383,0"
"307,0"
"27,0"
"3000,0"
"994,0"
"493,0"
"2680,0"
"470,0"
"209,0"
"740,0"
"642,0"
"688,0"
"285,0"
"262,0"
"417,0"
"38,0"
"896,0"
"1400,0"
"141,0"
"187,0"
"164,0"
"544,0"
"372,0"
"850,0"
"395,0"
"319,0"
"15,0"
"90,0"
"482,0"
"653,0"
"699,0"
"252,0"
"676,0"
"406,0"
"1104,0"
"298,0"
"275,0"
"2000,0"
"49,0"
"361,0"
"2560,0"
"177,0"
"308,0"
"384,0"
"578,0"
"26,0"
"154,0"
"494,0"
"240,0"
"263,0"
"418,0"
"286,0"
"37,0"
"14,0"
"1006,0"
"350,0"
"520,0"
"1180,0"
"142,0"
"188,0"
"1520,0"
"1751,0"
"373,0"
"566,0"
"396,0"
"929,0"
"1237,0"
"165,0"
"1354,0"
"170,0"
"193,0"
"712,0"
"238,0"
"2941,0"
"422,0"
"468,0"
"445,0"
"215,0"
"3511,0"
"1268,0"
"48,0"
"25,0"
"844,0"
"117,0"
"291,0"
"2396,0"
"539,0"
"301,0"
"324,0"
"1015,0"
"1136,0"
"181,0"
"249,0"
"226,0"
"1090,0"
"700,0"
"411,0"
"434,0"
"648,0"
"457,0"
"36,0"
"59,0"
"1440,0"
"128,0"
"13,0"
"580,0"
"359,0"
"336,0"
"504,0"
"313,0"
"6240,0"
"239,0"
"1080,0"
"400,0"
"216,0"
"423,0"
"469,0"
"446,0"
"1016,0"
"1200,0"
"24,0"
"4976,0"
"292,0"
"118,0"
"302,0"
"348,0"
"538,0"
"515,0"
"325,0"
"194,0"
"768,0"
"47,0"
"976,0"
"1572,0"
"227,0"
"999,0"
"182,0"
"390,0"
"412,0"
"204,0"
"435,0"
"458,0"
"35,0"
"12,0"
"106,0"
"280,0"
"832,0"
"4000,0"
"2592,0"
"503,0"
"549,0"
"9,0"
"337,0"
"58,0"
"314,0"
"1004,0"
"986,0"
"401,0"
"217,0"
"293,0"
"658,0"
"424,0"
"447,0"
"2020,0"
"1168,0"
"23,0"
"2089,0"
"888,0"
"612,0"
"119,0"
"270,0"
"1454,0"
"3860,0"
"349,0"
"195,0"
"172,0"
"326,0"
"1013,0"
"46,0"
"69,0"
"537,0"
"303,0"
"1344,0"
"1111,0"
"228,0"
"160,0"
"391,0"
"413,0"
"459,0"
"205,0"
"436,0"
"34,0"
"1488,0"
"11,0"
"600,0"
"281,0"
"502,0"
"338,0"
"1849,0"
"1024,0"
"8,0"
"57,0"
"315,0"
